objective,L,variant,target_kind,post_offset,winsor_pct,drop_rule,spread_tercile,n_events,n_firms,n_quarters,sd_signal,median_spread_bp,dlog_per_1sd,pct_per_1sd,bp_per_1sd_at_median,fm_slope,fm_t,fm_p,fm_nq,pic_mean,pic_t,pic_p,pic_nq
residual_delta_v3,4,drop_covid_2020,log,63,0.0,drop_covid_2020,all,900,90,14,2.213981022094629,281.95224999999994,-0.022903882696407682,-0.022643579877498765,-6.3844082945155,-0.010345112477404394,-1.9559491042513848,0.07415464544899475,13,-0.07398118958274157,-1.6533844996362292,0.12415499028821317,13
residual_delta_v3,4,drop_2022_tightening,log,63,0.0,drop_2022_tightening,all,688,84,11,1.9930136914673477,273.5352,-0.0201811533933922,-0.019978876926713518,-5.464926095923967,-0.010125948195836986,-1.4843309321944815,0.171877166988565,10,-0.06661103610779416,-1.151807616312309,0.27907753498671695,10
residual_delta_v3,4,loo_2022Q1,log,63,0.0,leave_out_2022Q1,all,900,90,14,2.213981022094629,281.95224999999994,-0.022903882696407682,-0.022643579877498765,-6.3844082945155,-0.010345112477404394,-1.9559491042513848,0.07415464544899475,13,-0.07398118958274157,-1.6533844996362292,0.12415499028821317,13
residual_delta_v3,4,loo_2022Q2,log,63,0.0,leave_out_2022Q2,all,828,88,13,2.1040195054038495,279.04485,-0.022789124305270178,-0.022531413591269422,-6.287274925863737,-0.010831232432370436,-1.891764329986271,0.08512812098661209,12,-0.07832945161900352,-1.6179410531959995,0.13396617829218646,12
residual_delta_v3,4,loo_2022Q3,log,63,0.0,leave_out_2022Q3,all,829,90,13,2.178599299276882,279.0749,-0.020470331811266222,-0.020262236911796294,-5.65468173993586,-0.009396097675263509,-1.661118549990083,0.12489429440776031,12,-0.06804031956641401,-1.4112553272079944,0.1858221894821417,12
residual_delta_v3,4,loo_2022Q4,log,63,0.0,leave_out_2022Q4,all,831,90,13,2.1814836016878303,281.2183,-0.023179071340229066,-0.022912500261667357,-6.443414372335649,-0.010625370423273063,-1.8505534542040116,0.09125277593780987,12,-0.06943200300035098,-1.4348058236376484,0.1791574887047037,12
residual_delta_v3,4,loo_2023Q1,log,63,0.0,leave_out_2023Q1,all,831,90,13,2.208600131893717,279.7276999999999,-0.01829140680182164,-0.018125134349525007,-5.0701021437836244,-0.008281900620071983,-1.5643103480303802,0.14603922928758836,12,-0.0547535229126637,-1.2465745677731586,0.2384458625436818,12
residual_delta_v3,4,loo_2023Q2,log,63,0.0,leave_out_2023Q2,all,830,90,13,2.2249216800910805,281.58494999999994,-0.023023837001626662,-0.022760810956498956,-6.409101815145209,-0.010348156165516868,-1.7997411446137561,0.09935879951534347,12,-0.06836691683116193,-1.416670967055564,0.1842713334087349,12
residual_delta_v3,4,loo_2023Q3,log,63,0.0,leave_out_2023Q3,all,829,90,13,2.2407547238275676,279.2115,-0.024862693992913958,-0.024556162867825027,-6.856363068569728,-0.0110956784910597,-1.9494785836377475,0.0771861062153982,12,-0.08340752278572994,-1.7540416599441426,0.10720262726307882,12
residual_delta_v3,4,loo_2023Q4,log,63,0.0,leave_out_2023Q4,all,826,90,13,2.239119858151146,282.44735000000003,-0.0259294704598846,-0.025596188562031275,-7.229575629446045,-0.011580206555487705,-2.071284214568266,0.06263393701479018,12,-0.08928487936007666,-1.9532998780709487,0.07668528119074611,12
residual_delta_v3,4,loo_2024Q1,log,63,0.0,leave_out_2024Q1,all,828,90,13,2.2372122487803137,283.16280000000006,-0.019592994652367683,-0.01940229939385274,-5.494009422801645,-0.008757771938290351,-1.5967498076853393,0.1386276840184597,12,-0.058906980720553455,-1.286184354252528,0.2247915109751456,12
residual_delta_v3,4,loo_2024Q2,log,63,0.0,leave_out_2024Q2,all,830,90,13,2.228691084945307,284.2099,-0.017873060434473856,-0.017714284633538968,-5.034575064269647,-0.008019532431033378,-1.552919892142219,0.14872251577157702,12,-0.056621079488263955,-1.262932639713802,0.23272778681807726,12
residual_delta_v3,4,loo_2024Q3,log,63,0.0,leave_out_2024Q3,all,835,90,13,2.2240383694140946,284.2069,-0.023839838679661562,-0.02355791451145084,-6.695321853764458,-0.010719166992582947,-1.868946453761288,0.08847092568859773,12,-0.07560811855146653,-1.555367123482556,0.14814241947206072,12
residual_delta_v3,4,loo_2024Q4,log,63,0.0,leave_out_2024Q4,all,836,90,13,2.227847490626062,284.33054999999996,-0.026809412111708696,-0.026453229932911437,-7.521461416101171,-0.012033773507617798,-2.2084893260750924,0.04934869734515667,12,-0.08565605672440472,-1.8240871913705134,0.09539633746081415,12
residual_delta_v3,4,loo_2025Q1,log,63,0.0,leave_out_2025Q1,all,837,90,13,2.2316807640453953,281.73349999999994,-0.020548031213845085,-0.02033835899331371,-5.729997063442747,-0.009207424083629871,-1.6397295595489074,0.12931790900716014,12,-0.07288982430091422,-1.4989023520695741,0.1620385157771341,12
residual_delta_v3,4,loo_2025Q2,log,63,0.0,leave_out_2025Q2,all,835,87,13,2.2454370722252346,284.2069,-0.030515828625674382,-0.030054920951878672,-8.541815913478487,-0.013590150890059506,-2.9931515616643436,0.012228614568950273,12,-0.1004587887146367,-2.5618918781521636,0.02642939670892095,12
residual_delta_v3,4,loo_2025Q3,log,63,0.0,leave_out_2025Q3,all,895,90,13,2.2180293566592195,282.171,-0.022945763172824533,-0.022684511172885502,-6.4009112021642744,-0.010345112477404394,-1.9559491042513848,0.07415464544899475,13,-0.07398118958274157,-1.6533844996362292,0.12415499028821317,13
residual_delta_v3,4,loo_2025Q4,log,63,0.0,leave_out_2025Q4,all,900,90,14,2.213981022094629,281.95224999999994,-0.022903882696407682,-0.022643579877498765,-6.3844082945155,-0.010345112477404394,-1.9559491042513848,0.07415464544899475,13,-0.07398118958274157,-1.6533844996362292,0.12415499028821317,13
residual_delta_v3,4,loo_2026Q1,log,63,0.0,leave_out_2026Q1,all,900,90,14,2.213981022094629,281.95224999999994,-0.022903882696407682,-0.022643579877498765,-6.3844082945155,-0.010345112477404394,-1.9559491042513848,0.07415464544899475,13,-0.07398118958274157,-1.6533844996362292,0.12415499028821317,13
residual_delta_v3,4,loo_2026Q2,log,63,0.0,leave_out_2026Q2,all,900,90,14,2.213981022094629,281.95224999999994,-0.022903882696407682,-0.022643579877498765,-6.3844082945155,-0.010345112477404394,-1.9559491042513848,0.07415464544899475,13,-0.07398118958274157,-1.6533844996362292,0.12415499028821317,13
residual_delta_v3,4,spread_pre_tercile,log,63,0.0,none,low,312,53,14,1.8404096105723555,176.80885000000006,-0.02654109548238593,-0.026191976097272085,-4.630973172986167,-0.014421298025134645,-1.5083982440292565,0.15732211793171733,13,-0.057595834849259904,-0.8539444928312455,0.40985915289944996,13
residual_delta_v3,4,spread_pre_tercile,log,63,0.0,none,middle,295,69,14,2.5855016621765063,284.2129,-0.02659507074100851,-0.026244536218725134,-7.459035747878905,-0.010286232312308963,-1.378013335891768,0.19335229917570745,13,-0.08999990104234958,-1.9589746738998814,0.07376428408122152,13
residual_delta_v3,4,spread_pre_tercile,log,63,0.0,none,high,293,50,14,2.1118355264724644,584.1271,-0.020515360413954596,-0.020306352141038153,-11.861490587723408,-0.009714468838500284,-0.7864683168741208,0.4468467308814069,13,-0.0965782085461871,-1.4260861799411728,0.17933683742443332,13
