objective,L,variant,target_kind,post_offset,winsor_pct,drop_rule,spread_tercile,n_events,n_firms,n_quarters,sd_signal,median_spread_bp,dlog_per_1sd,pct_per_1sd,bp_per_1sd_at_median,fm_slope,fm_t,fm_p,fm_nq,pic_mean,pic_t,pic_p,pic_nq
residual_delta_v3,2,loo_2025Q1,log,63,0.0,leave_out_2025Q1,all,837,90,13,2.2121265058250175,281.73349999999994,-0.022638208366714138,-0.02238388687035564,-6.30629079158934,-0.010233686141865187,-2.012778169730682,0.06926960659967513,12,-0.07785426076687364,-1.6976940261591325,0.11764086121071368,12
residual_delta_v3,2,loo_2025Q2,log,63,0.0,leave_out_2025Q2,all,835,87,13,2.2338543375858486,284.2069,-0.030501035925041036,-0.030040572738569415,-8.537738052253324,-0.013653994986084834,-3.0974957567265142,0.010149390074521127,12,-0.10103145879286198,-2.6021651713257996,0.02459883674684908,12
residual_delta_v3,2,loo_2025Q3,log,63,0.0,leave_out_2025Q3,all,895,90,13,2.213685150003095,282.171,-0.024682075723495553,-0.024379963978157115,-6.879318815680572,-0.01114976794394679,-2.339536080048836,0.037417137612932874,13,-0.0785711314085805,-1.862312996514418,0.08721488260010543,13
residual_delta_v3,2,loo_2025Q4,log,63,0.0,leave_out_2025Q4,all,900,90,14,2.2095603938157278,281.95224999999994,-0.024636085649181048,-0.024335094108421385,-6.861334537831151,-0.01114976794394679,-2.339536080048836,0.037417137612932874,13,-0.0785711314085805,-1.862312996514418,0.08721488260010543,13
residual_delta_v3,2,loo_2026Q1,log,63,0.0,leave_out_2026Q1,all,900,90,14,2.2095603938157278,281.95224999999994,-0.024636085649181048,-0.024335094108421385,-6.861334537831151,-0.01114976794394679,-2.339536080048836,0.037417137612932874,13,-0.0785711314085805,-1.862312996514418,0.08721488260010543,13
residual_delta_v3,2,loo_2026Q2,log,63,0.0,leave_out_2026Q2,all,900,90,14,2.2095603938157278,281.95224999999994,-0.024636085649181048,-0.024335094108421385,-6.861334537831151,-0.01114976794394679,-2.339536080048836,0.037417137612932874,13,-0.0785711314085805,-1.862312996514418,0.08721488260010543,13
residual_delta_v3,2,spread_pre_tercile,log,63,0.0,none,low,312,53,14,1.8246660629697589,176.80885000000006,-0.028353781238784157,-0.02795558511428453,-4.942794855133768,-0.015539161830322307,-1.6321906542527478,0.12858577142438526,13,-0.053050963573196046,-0.7984595701098756,0.440120525647278,13
residual_delta_v3,2,spread_pre_tercile,log,63,0.0,none,middle,295,69,14,2.6003159036992303,284.2129,-0.025796272238063148,-0.02546639106280557,-7.237876856494053,-0.009920437821175944,-1.254521581771928,0.23353755573859858,13,-0.08929765336307124,-1.9768565568586944,0.07149558031409227,13
residual_delta_v3,2,spread_pre_tercile,log,63,0.0,none,high,293,50,14,2.092897909735132,584.1271,-0.026206207294851732,-0.0258658046807122,-15.108917477310845,-0.012521493367141007,-1.086602368489082,0.29855758749090955,13,-0.09837879687810493,-1.497202309245633,0.16017433170417025,13
residual_delta_v3,4,log_post21,log,21,0.0,none,all,981,91,15,2.1651003195155414,281.1337,-0.01427567162441237,-0.01417425738327216,-3.98486142291162,-0.006593538181919749,-2.1065902125838085,0.05514872007704867,14,-0.06022361591524512,-1.3032249729344492,0.21510792759479208,14
residual_delta_v3,4,log_post42,log,42,0.0,none,all,941,90,14,2.188251214798204,279.88679999999994,-0.024030576001124907,-0.02374414069869435,-6.645671558907324,-0.01098163494146213,-2.7493719944478654,0.016557702516880077,14,-0.09858250507094901,-2.3667584653792537,0.03414194515206192,14
residual_delta_v3,4,log_post63,log,63,0.0,none,all,900,90,14,2.213981022094629,281.95224999999994,-0.022903882696407682,-0.022643579877498765,-6.3844082945155,-0.010345112477404394,-1.9559491042513848,0.07415464544899475,13,-0.07398118958274157,-1.6533844996362292,0.12415499028821317,13
residual_delta_v3,4,raw_bp_post63,raw_bp,63,0.0,none,all,900,90,14,2.213981022094629,281.95224999999994,,,-12.389587500338518,-5.596067616070544,-1.3615226921020995,0.19836476486294255,13,-0.09431848608524286,-2.004147417048461,0.06815714466723007,13
residual_delta_v3,4,log_post63_winsor_0.01,log,63,0.01,none,all,900,90,14,2.1015710466042012,281.95224999999994,-0.02043045757669291,-0.020223169839530986,-5.701968238387899,-0.009721516486299726,-1.8281682861587376,0.092476996797816,13,-0.0726348021013295,-1.641181853533206,0.12668940089038946,13
residual_delta_v3,4,log_post63_winsor_0.05,log,63,0.05,none,all,900,90,14,1.8173498202793499,281.95224999999994,-0.014171603397889938,-0.014071658908049733,-3.9675358903571647,-0.007797950201855789,-1.5541684184888147,0.1461098539052297,13,-0.06458116796304271,-1.6093334647992215,0.13351902867691495,13
