block_length,ln_obs,in_obs,n_perm,bins,ln_p,ln_crit_1pct,ln_crit_5pct,ln_crit_10pct,in_p,in_crit_1pct,in_crit_5pct,in_crit_10pct
4,0.5461224489795917,0.2372297921833111,10000,6,0.0032996700329967,0.5224561224489797,0.4766326530612245,0.4552040816326531,0.0064993500649935,0.2289017940746216,0.19099390606835406,0.17532829574213285
8,0.5461224489795917,0.2372297921833111,10000,6,0.025297470252974703,0.5746959183673471,0.5189999999999997,0.4921530612244898,0.042695730426957304,0.2748160139286246,0.23278412608360882,0.20886082818962465
