quarter,mean_abs_time_factors,rms_time_factors,first_factor_abs
1997Q2,0.04305673001934496,0.060239791232711816,0.010975350097487006
1997Q3,0.04535915301048424,0.06457575800897933,0.011879358190638109
1997Q4,0.055497023084781646,0.06567000118210323,0.012412972824368169
1998Q1,0.04434086376053839,0.05973395587113215,0.0163837841479706
1998Q2,0.05300667438357698,0.06891402509924587,0.01643919441218291
1998Q3,0.06267389622723121,0.07816038968195267,0.017344602051694923
1998Q4,0.08196823090842428,0.10319877401424352,0.01806258702443245
1999Q1,0.05044914751434766,0.07355751529760368,0.02163610209821397
1999Q2,0.058772487165758946,0.07934395774438245,0.01936755240809798
1999Q3,0.05292334951928289,0.07353448575419158,0.021995569808424712
1999Q4,0.06594977073161552,0.08836986893344516,0.019936238007020927
2000Q1,0.05560413452276787,0.07467686513231599,0.02211644950190623
2000Q2,0.05718161470278663,0.0789225293516741,0.022212920384313304
2000Q3,0.05808999933338395,0.07834713243883226,0.023486797465255584
2000Q4,0.07201898314646293,0.08594939174418545,0.02135350748654865
2001Q1,0.0724500523964543,0.09232206513779938,0.027089789369941927
2001Q2,0.07274970929156392,0.09206770861557573,0.025769687870123358
2001Q3,0.0967073884325946,0.12050369562078353,0.02993212591023302
2001Q4,0.0652879670493459,0.09004574956125641,0.02582227220527693
2002Q1,0.06733866675602881,0.08719564263250769,0.028379236056924644
2002Q2,0.059416503234357966,0.07518947576873984,0.027542335198040977
2002Q3,0.05752244173611737,0.07043099835919936,0.030178129579823226
2002Q4,0.06534215828451315,0.0792462030836124,0.028298540543250275
2003Q1,0.05513771795003082,0.06576649136275485,0.032955791430219435
2003Q2,0.05395802338629498,0.06570586799195265,0.03647204769026498
2003Q3,0.056873930324625385,0.06933208813266864,0.03559522906526009
2003Q4,0.05789542903560396,0.0689049469352499,0.030828115400962454
2004Q1,0.05693928753545814,0.0736313426980998,0.037808808901569006
2004Q2,0.049928381998695245,0.06681601847632568,0.04006492847906133
2004Q3,0.05743661395639327,0.07750034590407706,0.044170536829818
2004Q4,0.0631329586139546,0.0813124568824567,0.037407733807869076
2005Q1,0.0631485202350727,0.08267729890908826,0.04953611042665955
2005Q2,0.058069369589779075,0.0804401805248585,0.052588413384882286
2005Q3,0.06785718358291051,0.0902499406602135,0.05353817342007855
2005Q4,0.0830701305718879,0.09476693772497402,0.05055412698981616
2006Q1,0.0674310354843312,0.0842066065495205,0.057168679213628885
2006Q2,0.09249520194284977,0.12576398139973496,0.051173136011820206
2006Q3,0.11724495240825908,0.18323449335976638,0.05174323966824424
2006Q4,0.14271882231875999,0.1710402723354955,0.05441833580559729
2007Q1,0.0698919703099431,0.0893382818845002,0.07260478073109707
2007Q2,0.07645067096002851,0.10003194926236736,0.07740273496526205
2007Q3,0.08327451172020153,0.10972762563586137,0.08035920548851348
2007Q4,0.08508824292525757,0.10414310635195623,0.08522281663114305
2008Q1,0.08686596983302887,0.1009894595806891,0.09806698744781281
2008Q2,0.07478819839189191,0.0968480744907796,0.09530648137121642
2008Q3,0.10820543967701937,0.14384144168509974,0.09914808679022356
2008Q4,0.11281699756316174,0.15969357319434244,0.13056895847542183
2009Q1,0.10818330973307985,0.13647158901930007,0.13976983588645417
2009Q2,0.06556436221604921,0.08621572791509322,0.1202724559567906
2009Q3,0.06662072784340609,0.09242861402774884,0.12236216821059663
2009Q4,0.0613807026387874,0.08000590915880397,0.11440774782471516
2010Q1,0.07994633841349945,0.09609721587990967,0.11680568456482295
2010Q2,0.07357423070528554,0.09531475692247662,0.12443583720621626
2010Q3,0.07319034377214315,0.08788019981185617,0.13219372161520734
2010Q4,0.05536172496358842,0.07647808847425734,0.11714640317726849
2011Q1,0.07824126741286977,0.09588004143711842,0.11350979318384377
2011Q2,0.0647484754021628,0.0804518953605399,0.11592132876869994
2011Q3,0.07309146426914777,0.09031535300165366,0.13539073071522856
2011Q4,0.06253401365486067,0.09062867468334257,0.1284233469147997
2012Q1,0.05839686587538486,0.07334266318976401,0.12255138585931634
2012Q2,0.05578106652963262,0.07284828762045344,0.1250823545410204
2012Q3,0.0616305468445031,0.07726367630202743,0.1251219567329105
2012Q4,0.06584026548159123,0.08278254136651339,0.12361747523918047
2013Q1,0.051531299547369826,0.061814293259687965,0.11992808364893599
2013Q2,0.05010916949329673,0.06476053926466747,0.11402787301127928
2013Q3,0.0533619705537224,0.063103105601503,0.1132137109401185
2013Q4,0.056611072028719275,0.06589452313377114,0.11077482267346643
2014Q1,0.06041793670330629,0.07156054844913165,0.1081779614120384
2014Q2,0.061327174088007065,0.07307433333779614,0.10924073361715693
2014Q3,0.058076686440467484,0.0690876317394541,0.11128784192125342
2014Q4,0.060961141308448444,0.07541760956494,0.11530307553918753
2015Q1,0.062472946039478915,0.07526294151921464,0.11472732246194432
2015Q2,0.05906662674513451,0.0691321231395207,0.1054235259992183
2015Q3,0.048584919921111754,0.061214056020200525,0.10761977744133083
2015Q4,0.043278880050514654,0.0595052763142835,0.10363949194374421
2016Q1,0.04606264790016583,0.06824774088479536,0.11154863357796455
2016Q2,0.05032195429251679,0.07231880262793386,0.11442354546985009
2016Q3,0.052202356252314855,0.07235348756498856,0.11140191163915493
2016Q4,0.05138319609568255,0.06660162166931478,0.10588004486223009
2017Q1,0.05878426242024567,0.07443362600149483,0.10367607740947339
2017Q2,0.060202564847036136,0.07316354079390654,0.10410738454645946
2017Q3,0.06195741674163243,0.07290971406322298,0.1011886750283049
2017Q4,0.061207618884655514,0.06907149125887985,0.09872426201524559
2018Q1,0.058473307481217075,0.06679761954970932,0.0998545809920625
2018Q2,0.06847643719946692,0.07626838723820271,0.09989432700435234
2018Q3,0.07105098955695677,0.07769211483743066,0.09990166315009626
2018Q4,0.07674675234583767,0.08877713998695962,0.09956033467005607
2019Q1,0.0712417207018002,0.07887733295407873,0.1016256998795899
2019Q2,0.07652013334000576,0.0831099330165409,0.10386668552722876
2019Q3,0.07985935013055052,0.09072559388122715,0.1068392931084
2019Q4,0.079765624648983,0.09699157104001004,0.10428957410412532
2020Q1,0.11410599326974231,0.1600941161688233,0.11736261636523242
2020Q2,0.09658767590445548,0.12024985056318072,0.11501777859990352
2020Q3,0.07138953680536285,0.09131316326961583,0.11500168871450271
2020Q4,0.07527435109212792,0.0999438815480453,0.11907279062974113
2021Q1,0.08170709867764239,0.10477819549577018,0.12096290407253042
2021Q2,0.07895812393792923,0.1010541826457718,0.12157340724079072
2021Q3,0.0787282414269177,0.10083716952341149,0.12356518862931153
2021Q4,0.07774552585349917,0.09956197527935175,0.12356348256762313
2022Q1,0.08443986224053027,0.0987668754333389,0.12779415577798478
2022Q2,0.09591078500119453,0.11216160148326938,0.12526426022820009
2022Q3,0.08439222072549361,0.09783935027150911,0.1268745852607163
2022Q4,0.08614005431357727,0.10375887352448915,0.12332007267850759
2023Q1,0.06126253896838536,0.09011702038846844,0.12473628640811472
2023Q2,0.07738811525822366,0.10262256637725928,0.1294848497857282
2023Q3,0.07137767139096268,0.08758360291081611,0.12947643998240904
2023Q4,0.07888973277393364,0.09569006749521984,0.12967769907025672
2024Q1,0.07112913279889829,0.08657475760346696,0.1332324954107249
2024Q2,0.0878030564841098,0.1046701302656713,0.13205169270454406
2024Q3,0.11390450485994208,0.13019692864508076,0.1375492193922227
2024Q4,0.10935367994197662,0.12927698409860755,0.13524966442228395
